date,categorie,sous_categorie,quantite,region
2024-09-24,Internet Fixe,Rapido,5,Gabes
2024-09-24,Internet Fixe,ADSL,2,Bizerte
2024-09-24,Internet Fixe,VDSL,7,Grand Tunis
2024-09-24,Internet Fixe,FO,9,Sousse
2024-09-24,Internet Fixe,WAFI,0,Grand Tunis
2024-09-24,Internet Fixe,Box,12,Sfax
2024-09-24,Mobile,Prepaye,25,Kairouan
2024-09-24,Mobile,Postpaye,12,Nabeul
2024-09-24,Mobile,Data,11,Kairouan
2024-09-25,Internet Fixe,Rapido,6,Sfax
2024-09-25,Internet Fixe,ADSL,0,Sousse
2024-09-25,Internet Fixe,VDSL,4,Sousse
2024-09-25,Internet Fixe,FO,6,Grand Tunis
2024-09-25,Internet Fixe,WAFI,7,Grand Tunis
2024-09-25,Internet Fixe,Box,17,Sousse
2024-09-25,Mobile,Prepaye,27,Grand Tunis
2024-09-25,Mobile,Postpaye,11,Kairouan
2024-09-25,Mobile,Data,17,Grand Tunis
2024-09-26,Internet Fixe,Rapido,10,Grand Tunis
2024-09-26,Internet Fixe,ADSL,1,Bizerte
2024-09-26,Internet Fixe,VDSL,10,Grand Tunis
2024-09-26,Internet Fixe,FO,13,Gabes
2024-09-26,Internet Fixe,WAFI,2,Nabeul
2024-09-26,Internet Fixe,Box,18,Grand Tunis
2024-09-26,Mobile,Prepaye,20,Nabeul
2024-09-26,Mobile,Postpaye,10,Nabeul
2024-09-26,Mobile,Data,12,Bizerte
2024-09-27,Internet Fixe,Rapido,3,Bizerte
2024-09-27,Internet Fixe,ADSL,3,Nabeul
2024-09-27,Internet Fixe,VDSL,9,Sousse
2024-09-27,Internet Fixe,FO,10,Sfax
2024-09-27,Internet Fixe,WAFI,4,Nabeul
2024-09-27,Internet Fixe,Box,17,Kairouan
2024-09-27,Mobile,Prepaye,25,Sousse
2024-09-27,Mobile,Postpaye,11,Nabeul
2024-09-27,Mobile,Data,18,Sfax
2024-09-28,Internet Fixe,Rapido,2,Bizerte
2024-09-28,Internet Fixe,ADSL,0,Kairouan
2024-09-28,Internet Fixe,VDSL,1,Grand Tunis
2024-09-28,Internet Fixe,FO,3,Grand Tunis
2024-09-28,Internet Fixe,WAFI,0,Sousse
2024-09-28,Internet Fixe,Box,10,Sousse
2024-09-28,Mobile,Prepaye,5,Sousse
2024-09-28,Mobile,Postpaye,5,Grand Tunis
2024-09-28,Mobile,Data,9,Sfax
2024-09-29,Internet Fixe,Rapido,0,Sousse
2024-09-29,Internet Fixe,ADSL,1,Sousse
2024-09-29,Internet Fixe,VDSL,1,Nabeul
2024-09-29,Internet Fixe,FO,3,Nabeul
2024-09-29,Internet Fixe,WAFI,2,Nabeul
2024-09-29,Internet Fixe,Box,8,Bizerte
2024-09-29,Mobile,Prepaye,11,Nabeul
2024-09-29,Mobile,Postpaye,6,Sousse
2024-09-29,Mobile,Data,4,Sousse
2024-09-30,Internet Fixe,Rapido,3,Grand Tunis
2024-09-30,Internet Fixe,ADSL,6,Grand Tunis
2024-09-30,Internet Fixe,VDSL,3,Sousse
2024-09-30,Internet Fixe,FO,4,Gabes
2024-09-30,Internet Fixe,WAFI,2,Nabeul
2024-09-30,Internet Fixe,Box,13,Grand Tunis
2024-09-30,Mobile,Prepaye,19,Sousse
2024-09-30,Mobile,Postpaye,10,Grand Tunis
2024-09-30,Mobile,Data,18,Bizerte
2024-10-01,Internet Fixe,Rapido,5,Bizerte
2024-10-01,Internet Fixe,ADSL,2,Sousse
2024-10-01,Internet Fixe,VDSL,3,Sousse
2024-10-01,Internet Fixe,FO,7,Sfax
2024-10-01,Internet Fixe,WAFI,1,Sfax
2024-10-01,Internet Fixe,Box,19,Gabes
2024-10-01,Mobile,Prepaye,25,Nabeul
2024-10-01,Mobile,Postpaye,3,Sousse
2024-10-01,Mobile,Data,16,Sfax
2024-10-02,Internet Fixe,Rapido,2,Grand Tunis
2024-10-02,Internet Fixe,ADSL,1,Grand Tunis
2024-10-02,Internet Fixe,VDSL,6,Grand Tunis
2024-10-02,Internet Fixe,FO,7,Sfax
2024-10-02,Internet Fixe,WAFI,1,Kairouan
2024-10-02,Internet Fixe,Box,10,Sousse
2024-10-02,Mobile,Prepaye,20,Grand Tunis
2024-10-02,Mobile,Postpaye,11,Grand Tunis
2024-10-02,Mobile,Data,16,Sfax
2024-10-03,Internet Fixe,Rapido,5,Bizerte
2024-10-03,Internet Fixe,ADSL,1,Sfax
2024-10-03,Internet Fixe,VDSL,4,Bizerte
2024-10-03,Internet Fixe,FO,4,Bizerte
2024-10-03,Internet Fixe,WAFI,4,Grand Tunis
2024-10-03,Internet Fixe,Box,11,Sousse
2024-10-03,Mobile,Prepaye,26,Kairouan
2024-10-03,Mobile,Postpaye,6,Sfax
2024-10-03,Mobile,Data,8,Grand Tunis
2024-10-04,Internet Fixe,Rapido,2,Kairouan
2024-10-04,Internet Fixe,ADSL,2,Gabes
2024-10-04,Internet Fixe,VDSL,7,Sousse
2024-10-04,Internet Fixe,FO,14,Sousse
2024-10-04,Internet Fixe,WAFI,1,Grand Tunis
2024-10-04,Internet Fixe,Box,13,Bizerte
2024-10-04,Mobile,Prepaye,24,Sousse
2024-10-04,Mobile,Postpaye,4,Grand Tunis
2024-10-04,Mobile,Data,15,Nabeul
2024-10-05,Internet Fixe,Rapido,1,Kairouan
2024-10-05,Internet Fixe,ADSL,2,Bizerte
2024-10-05,Internet Fixe,VDSL,2,Grand Tunis
2024-10-05,Internet Fixe,FO,6,Grand Tunis
2024-10-05,Internet Fixe,WAFI,0,Kairouan
2024-10-05,Internet Fixe,Box,6,Kairouan
2024-10-05,Mobile,Prepaye,7,Sousse
2024-10-05,Mobile,Postpaye,3,Nabeul
2024-10-05,Mobile,Data,3,Sousse
2024-10-06,Internet Fixe,Rapido,0,Sfax
2024-10-06,Internet Fixe,ADSL,1,Grand Tunis
2024-10-06,Internet Fixe,VDSL,2,Grand Tunis
2024-10-06,Internet Fixe,FO,4,Grand Tunis
2024-10-06,Internet Fixe,WAFI,2,Gabes
2024-10-06,Internet Fixe,Box,7,Grand Tunis
2024-10-06,Mobile,Prepaye,8,Grand Tunis
2024-10-06,Mobile,Postpaye,4,Sousse
2024-10-06,Mobile,Data,4,Grand Tunis
2024-10-07,Internet Fixe,Rapido,4,Grand Tunis
2024-10-07,Internet Fixe,ADSL,4,Sousse
2024-10-07,Internet Fixe,VDSL,5,Sfax
2024-10-07,Internet Fixe,FO,6,Nabeul
2024-10-07,Internet Fixe,WAFI,9,Gabes
2024-10-07,Internet Fixe,Box,19,Grand Tunis
2024-10-07,Mobile,Prepaye,15,Gabes
2024-10-07,Mobile,Postpaye,5,Gabes
2024-10-07,Mobile,Data,13,Bizerte
2024-10-08,Internet Fixe,Rapido,4,Nabeul
2024-10-08,Internet Fixe,ADSL,1,Nabeul
2024-10-08,Internet Fixe,VDSL,2,Nabeul
2024-10-08,Internet Fixe,FO,9,Nabeul
2024-10-08,Internet Fixe,WAFI,1,Grand Tunis
2024-10-08,Internet Fixe,Box,23,Kairouan
2024-10-08,Mobile,Prepaye,23,Sousse
2024-10-08,Mobile,Postpaye,10,Bizerte
2024-10-08,Mobile,Data,7,Sfax
2024-10-09,Internet Fixe,Rapido,1,Grand Tunis
2024-10-09,Internet Fixe,ADSL,5,Sousse
2024-10-09,Internet Fixe,VDSL,7,Sousse
2024-10-09,Internet Fixe,FO,2,Sfax
2024-10-09,Internet Fixe,WAFI,2,Sfax
2024-10-09,Internet Fixe,Box,15,Grand Tunis
2024-10-09,Mobile,Prepaye,24,Sousse
2024-10-09,Mobile,Postpaye,6,Sfax
2024-10-09,Mobile,Data,14,Kairouan
2024-10-10,Internet Fixe,Rapido,4,Grand Tunis
2024-10-10,Internet Fixe,ADSL,2,Sfax
2024-10-10,Internet Fixe,VDSL,4,Grand Tunis
2024-10-10,Internet Fixe,FO,6,Sousse
2024-10-10,Internet Fixe,WAFI,1,Sousse
2024-10-10,Internet Fixe,Box,17,Nabeul
2024-10-10,Mobile,Prepaye,29,Kairouan
2024-10-10,Mobile,Postpaye,11,Grand Tunis
2024-10-10,Mobile,Data,15,Nabeul
2024-10-11,Internet Fixe,Rapido,6,Grand Tunis
2024-10-11,Internet Fixe,ADSL,1,Grand Tunis
2024-10-11,Internet Fixe,VDSL,8,Sousse
2024-10-11,Internet Fixe,FO,7,Grand Tunis
2024-10-11,Internet Fixe,WAFI,5,Nabeul
2024-10-11,Internet Fixe,Box,11,Nabeul
2024-10-11,Mobile,Prepaye,22,Bizerte
2024-10-11,Mobile,Postpaye,9,Sousse
2024-10-11,Mobile,Data,9,Sousse
2024-10-12,Internet Fixe,Rapido,2,Sfax
2024-10-12,Internet Fixe,ADSL,0,Grand Tunis
2024-10-12,Internet Fixe,VDSL,0,Grand Tunis
2024-10-12,Internet Fixe,FO,4,Nabeul
2024-10-12,Internet Fixe,WAFI,1,Kairouan
2024-10-12,Internet Fixe,Box,8,Grand Tunis
2024-10-12,Mobile,Prepaye,12,Sousse
2024-10-12,Mobile,Postpaye,3,Bizerte
2024-10-12,Mobile,Data,9,Bizerte
2024-10-13,Internet Fixe,Rapido,0,Sousse
2024-10-13,Internet Fixe,ADSL,1,Nabeul
2024-10-13,Internet Fixe,VDSL,2,Nabeul
2024-10-13,Internet Fixe,FO,4,Gabes
2024-10-13,Internet Fixe,WAFI,1,Grand Tunis
2024-10-13,Internet Fixe,Box,11,Kairouan
2024-10-13,Mobile,Prepaye,10,Grand Tunis
2024-10-13,Mobile,Postpaye,2,Gabes
2024-10-13,Mobile,Data,6,Grand Tunis
2024-10-14,Internet Fixe,Rapido,6,Grand Tunis
2024-10-14,Internet Fixe,ADSL,1,Grand Tunis
2024-10-14,Internet Fixe,VDSL,5,Sfax
2024-10-14,Internet Fixe,FO,9,Sfax
2024-10-14,Internet Fixe,WAFI,1,Grand Tunis
2024-10-14,Internet Fixe,Box,19,Sfax
2024-10-14,Mobile,Prepaye,13,Sfax
2024-10-14,Mobile,Postpaye,11,Bizerte
2024-10-14,Mobile,Data,15,Gabes
2024-10-15,Internet Fixe,Rapido,4,Nabeul
2024-10-15,Internet Fixe,ADSL,5,Grand Tunis
2024-10-15,Internet Fixe,VDSL,6,Grand Tunis
2024-10-15,Internet Fixe,FO,8,Gabes
2024-10-15,Internet Fixe,WAFI,3,Grand Tunis
2024-10-15,Internet Fixe,Box,16,Sfax
2024-10-15,Mobile,Prepaye,14,Kairouan
2024-10-15,Mobile,Postpaye,5,Kairouan
2024-10-15,Mobile,Data,12,Sfax
2024-10-16,Internet Fixe,Rapido,3,Nabeul
2024-10-16,Internet Fixe,ADSL,0,Sfax
2024-10-16,Internet Fixe,VDSL,3,Bizerte
2024-10-16,Internet Fixe,FO,6,Grand Tunis
2024-10-16,Internet Fixe,WAFI,4,Grand Tunis
2024-10-16,Internet Fixe,Box,12,Nabeul
2024-10-16,Mobile,Prepaye,27,Grand Tunis
2024-10-16,Mobile,Postpaye,11,Nabeul
2024-10-16,Mobile,Data,16,Sfax
2024-10-17,Internet Fixe,Rapido,1,Gabes
2024-10-17,Internet Fixe,ADSL,2,Bizerte
2024-10-17,Internet Fixe,VDSL,5,Sousse
2024-10-17,Internet Fixe,FO,4,Bizerte
2024-10-17,Internet Fixe,WAFI,3,Grand Tunis
2024-10-17,Internet Fixe,Box,24,Sousse
2024-10-17,Mobile,Prepaye,29,Grand Tunis
2024-10-17,Mobile,Postpaye,7,Gabes
2024-10-17,Mobile,Data,10,Bizerte
2024-10-18,Internet Fixe,Rapido,3,Gabes
2024-10-18,Internet Fixe,ADSL,5,Gabes
2024-10-18,Internet Fixe,VDSL,5,Kairouan
2024-10-18,Internet Fixe,FO,4,Grand Tunis
2024-10-18,Internet Fixe,WAFI,3,Kairouan
2024-10-18,Internet Fixe,Box,8,Sousse
2024-10-18,Mobile,Prepaye,25,Sfax
2024-10-18,Mobile,Postpaye,7,Sousse
2024-10-18,Mobile,Data,13,Sfax
2024-10-19,Internet Fixe,Rapido,2,Grand Tunis
2024-10-19,Internet Fixe,ADSL,0,Grand Tunis
2024-10-19,Internet Fixe,VDSL,1,Grand Tunis
2024-10-19,Internet Fixe,FO,3,Sousse
2024-10-19,Internet Fixe,WAFI,1,Gabes
2024-10-19,Internet Fixe,Box,17,Nabeul
2024-10-19,Mobile,Prepaye,7,Sousse
2024-10-19,Mobile,Postpaye,6,Sfax
2024-10-19,Mobile,Data,10,Sousse
2024-10-20,Internet Fixe,Rapido,0,Grand Tunis
2024-10-20,Internet Fixe,ADSL,1,Bizerte
2024-10-20,Internet Fixe,VDSL,2,Grand Tunis
2024-10-20,Internet Fixe,FO,2,Nabeul
2024-10-20,Internet Fixe,WAFI,4,Bizerte
2024-10-20,Internet Fixe,Box,7,Sousse
2024-10-20,Mobile,Prepaye,13,Gabes
2024-10-20,Mobile,Postpaye,5,Grand Tunis
2024-10-20,Mobile,Data,2,Gabes
2024-10-21,Internet Fixe,Rapido,4,Nabeul
2024-10-21,Internet Fixe,ADSL,1,Bizerte
2024-10-21,Internet Fixe,VDSL,2,Nabeul
2024-10-21,Internet Fixe,FO,9,Gabes
2024-10-21,Internet Fixe,WAFI,4,Kairouan
2024-10-21,Internet Fixe,Box,12,Sfax
2024-10-21,Mobile,Prepaye,27,Bizerte
2024-10-21,Mobile,Postpaye,5,Bizerte
2024-10-21,Mobile,Data,14,Sfax
2024-10-22,Internet Fixe,Rapido,3,Kairouan
2024-10-22,Internet Fixe,ADSL,4,Sfax
2024-10-22,Internet Fixe,VDSL,4,Sousse
2024-10-22,Internet Fixe,FO,9,Grand Tunis
2024-10-22,Internet Fixe,WAFI,2,Grand Tunis
2024-10-22,Internet Fixe,Box,15,Gabes
2024-10-22,Mobile,Prepaye,26,Sfax
2024-10-22,Mobile,Postpaye,9,Sfax
2024-10-22,Mobile,Data,16,Grand Tunis
2024-10-23,Internet Fixe,Rapido,3,Sousse
2024-10-23,Internet Fixe,ADSL,1,Bizerte
2024-10-23,Internet Fixe,VDSL,4,Gabes
2024-10-23,Internet Fixe,FO,13,Grand Tunis
2024-10-23,Internet Fixe,WAFI,1,Sousse
2024-10-23,Internet Fixe,Box,17,Sousse
2024-10-23,Mobile,Prepaye,20,Nabeul
2024-10-23,Mobile,Postpaye,9,Sfax
2024-10-23,Mobile,Data,14,Sfax
2024-10-24,Internet Fixe,Rapido,2,Sousse
2024-10-24,Internet Fixe,ADSL,0,Sousse
2024-10-24,Internet Fixe,VDSL,5,Sousse
2024-10-24,Internet Fixe,FO,6,Sousse
2024-10-24,Internet Fixe,WAFI,5,Bizerte
2024-10-24,Internet Fixe,Box,22,Bizerte
2024-10-24,Mobile,Prepaye,18,Sfax
2024-10-24,Mobile,Postpaye,12,Bizerte
2024-10-24,Mobile,Data,12,Gabes
2024-10-25,Internet Fixe,Rapido,2,Grand Tunis
2024-10-25,Internet Fixe,ADSL,4,Sousse
2024-10-25,Internet Fixe,VDSL,4,Grand Tunis
2024-10-25,Internet Fixe,FO,4,Bizerte
2024-10-25,Internet Fixe,WAFI,4,Grand Tunis
2024-10-25,Internet Fixe,Box,22,Nabeul
2024-10-25,Mobile,Prepaye,21,Grand Tunis
2024-10-25,Mobile,Postpaye,9,Sousse
2024-10-25,Mobile,Data,9,Kairouan
2024-10-26,Internet Fixe,Rapido,0,Sfax
2024-10-26,Internet Fixe,ADSL,1,Gabes
2024-10-26,Internet Fixe,VDSL,0,Kairouan
2024-10-26,Internet Fixe,FO,2,Gabes
2024-10-26,Internet Fixe,WAFI,0,Grand Tunis
2024-10-26,Internet Fixe,Box,12,Bizerte
2024-10-26,Mobile,Prepaye,14,Grand Tunis
2024-10-26,Mobile,Postpaye,4,Sfax
2024-10-26,Mobile,Data,8,Gabes
2024-10-27,Internet Fixe,Rapido,0,Nabeul
2024-10-27,Internet Fixe,ADSL,2,Sousse
2024-10-27,Internet Fixe,VDSL,2,Sfax
2024-10-27,Internet Fixe,FO,4,Bizerte
2024-10-27,Internet Fixe,WAFI,3,Nabeul
2024-10-27,Internet Fixe,Box,9,Sousse
2024-10-27,Mobile,Prepaye,13,Gabes
2024-10-27,Mobile,Postpaye,3,Grand Tunis
2024-10-27,Mobile,Data,7,Grand Tunis
2024-10-28,Internet Fixe,Rapido,2,Nabeul
2024-10-28,Internet Fixe,ADSL,0,Kairouan
2024-10-28,Internet Fixe,VDSL,3,Grand Tunis
2024-10-28,Internet Fixe,FO,10,Grand Tunis
2024-10-28,Internet Fixe,WAFI,4,Grand Tunis
2024-10-28,Internet Fixe,Box,19,Gabes
2024-10-28,Mobile,Prepaye,19,Grand Tunis
2024-10-28,Mobile,Postpaye,7,Sousse
2024-10-28,Mobile,Data,18,Kairouan
2024-10-29,Internet Fixe,Rapido,5,Grand Tunis
2024-10-29,Internet Fixe,ADSL,2,Sousse
2024-10-29,Internet Fixe,VDSL,8,Sousse
2024-10-29,Internet Fixe,FO,5,Bizerte
2024-10-29,Internet Fixe,WAFI,2,Sfax
2024-10-29,Internet Fixe,Box,19,Sfax
2024-10-29,Mobile,Prepaye,20,Grand Tunis
2024-10-29,Mobile,Postpaye,11,Bizerte
2024-10-29,Mobile,Data,13,Bizerte
2024-10-30,Internet Fixe,Rapido,4,Grand Tunis
2024-10-30,Internet Fixe,ADSL,2,Sfax
2024-10-30,Internet Fixe,VDSL,7,Gabes
2024-10-30,Internet Fixe,FO,4,Grand Tunis
2024-10-30,Internet Fixe,WAFI,1,Grand Tunis
2024-10-30,Internet Fixe,Box,10,Sousse
2024-10-30,Mobile,Prepaye,28,Sfax
2024-10-30,Mobile,Postpaye,13,Grand Tunis
2024-10-30,Mobile,Data,6,Sousse
2024-10-31,Internet Fixe,Rapido,2,Grand Tunis
2024-10-31,Internet Fixe,ADSL,4,Sousse
2024-10-31,Internet Fixe,VDSL,10,Nabeul
2024-10-31,Internet Fixe,FO,4,Sousse
2024-10-31,Internet Fixe,WAFI,2,Grand Tunis
2024-10-31,Internet Fixe,Box,16,Gabes
2024-10-31,Mobile,Prepaye,29,Grand Tunis
2024-10-31,Mobile,Postpaye,8,Bizerte
2024-10-31,Mobile,Data,12,Sfax
2024-11-01,Internet Fixe,Rapido,5,Bizerte
2024-11-01,Internet Fixe,ADSL,3,Grand Tunis
2024-11-01,Internet Fixe,VDSL,5,Grand Tunis
2024-11-01,Internet Fixe,FO,7,Sousse
2024-11-01,Internet Fixe,WAFI,1,Grand Tunis
2024-11-01,Internet Fixe,Box,20,Grand Tunis
2024-11-01,Mobile,Prepaye,20,Nabeul
2024-11-01,Mobile,Postpaye,15,Gabes
2024-11-01,Mobile,Data,13,Grand Tunis
2024-11-02,Internet Fixe,Rapido,3,Gabes
2024-11-02,Internet Fixe,ADSL,0,Bizerte
2024-11-02,Internet Fixe,VDSL,2,Gabes
2024-11-02,Internet Fixe,FO,3,Nabeul
2024-11-02,Internet Fixe,WAFI,3,Nabeul
2024-11-02,Internet Fixe,Box,2,Sousse
2024-11-02,Mobile,Prepaye,13,Nabeul
2024-11-02,Mobile,Postpaye,3,Gabes
2024-11-02,Mobile,Data,6,Grand Tunis
2024-11-03,Internet Fixe,Rapido,1,Sfax
2024-11-03,Internet Fixe,ADSL,1,Grand Tunis
2024-11-03,Internet Fixe,VDSL,1,Kairouan
2024-11-03,Internet Fixe,FO,4,Sfax
2024-11-03,Internet Fixe,WAFI,3,Nabeul
2024-11-03,Internet Fixe,Box,7,Gabes
2024-11-03,Mobile,Prepaye,10,Kairouan
2024-11-03,Mobile,Postpaye,5,Grand Tunis
2024-11-03,Mobile,Data,7,Bizerte
2024-11-04,Internet Fixe,Rapido,4,Gabes
2024-11-04,Internet Fixe,ADSL,3,Grand Tunis
2024-11-04,Internet Fixe,VDSL,6,Bizerte
2024-11-04,Internet Fixe,FO,7,Sfax
2024-11-04,Internet Fixe,WAFI,8,Nabeul
2024-11-04,Internet Fixe,Box,19,Sousse
2024-11-04,Mobile,Prepaye,32,Grand Tunis
2024-11-04,Mobile,Postpaye,10,Grand Tunis
2024-11-04,Mobile,Data,17,Grand Tunis
2024-11-05,Internet Fixe,Rapido,8,Grand Tunis
2024-11-05,Internet Fixe,ADSL,1,Nabeul
2024-11-05,Internet Fixe,VDSL,6,Sfax
2024-11-05,Internet Fixe,FO,6,Grand Tunis
2024-11-05,Internet Fixe,WAFI,2,Nabeul
2024-11-05,Internet Fixe,Box,24,Nabeul
2024-11-05,Mobile,Prepaye,21,Sousse
2024-11-05,Mobile,Postpaye,8,Kairouan
2024-11-05,Mobile,Data,21,Sfax
2024-11-06,Internet Fixe,Rapido,5,Gabes
2024-11-06,Internet Fixe,ADSL,0,Grand Tunis
2024-11-06,Internet Fixe,VDSL,6,Bizerte
2024-11-06,Internet Fixe,FO,7,Kairouan
2024-11-06,Internet Fixe,WAFI,0,Gabes
2024-11-06,Internet Fixe,Box,12,Sousse
2024-11-06,Mobile,Prepaye,24,Nabeul
2024-11-06,Mobile,Postpaye,13,Sfax
2024-11-06,Mobile,Data,16,Nabeul
2024-11-07,Internet Fixe,Rapido,4,Bizerte
2024-11-07,Internet Fixe,ADSL,1,Kairouan
2024-11-07,Internet Fixe,VDSL,4,Sousse
2024-11-07,Internet Fixe,FO,6,Grand Tunis
2024-11-07,Internet Fixe,WAFI,0,Sousse
2024-11-07,Internet Fixe,Box,31,Grand Tunis
2024-11-07,Mobile,Prepaye,26,Grand Tunis
2024-11-07,Mobile,Postpaye,13,Sfax
2024-11-07,Mobile,Data,14,Bizerte
2024-11-08,Internet Fixe,Rapido,3,Grand Tunis
2024-11-08,Internet Fixe,ADSL,2,Grand Tunis
2024-11-08,Internet Fixe,VDSL,5,Grand Tunis
2024-11-08,Internet Fixe,FO,8,Gabes
2024-11-08,Internet Fixe,WAFI,2,Nabeul
2024-11-08,Internet Fixe,Box,18,Grand Tunis
2024-11-08,Mobile,Prepaye,27,Grand Tunis
2024-11-08,Mobile,Postpaye,4,Sousse
2024-11-08,Mobile,Data,17,Grand Tunis
2024-11-09,Internet Fixe,Rapido,3,Sousse
2024-11-09,Internet Fixe,ADSL,0,Sfax
2024-11-09,Internet Fixe,VDSL,4,Kairouan
2024-11-09,Internet Fixe,FO,2,Grand Tunis
2024-11-09,Internet Fixe,WAFI,0,Nabeul
2024-11-09,Internet Fixe,Box,8,Grand Tunis
2024-11-09,Mobile,Prepaye,12,Kairouan
2024-11-09,Mobile,Postpaye,6,Kairouan
2024-11-09,Mobile,Data,7,Bizerte
2024-11-10,Internet Fixe,Rapido,1,Sousse
2024-11-10,Internet Fixe,ADSL,2,Grand Tunis
2024-11-10,Internet Fixe,VDSL,2,Bizerte
2024-11-10,Internet Fixe,FO,2,Bizerte
2024-11-10,Internet Fixe,WAFI,0,Grand Tunis
2024-11-10,Internet Fixe,Box,8,Sfax
2024-11-10,Mobile,Prepaye,17,Sousse
2024-11-10,Mobile,Postpaye,4,Bizerte
2024-11-10,Mobile,Data,7,Nabeul
2024-11-11,Internet Fixe,Rapido,3,Nabeul
2024-11-11,Internet Fixe,ADSL,2,Nabeul
2024-11-11,Internet Fixe,VDSL,5,Grand Tunis
2024-11-11,Internet Fixe,FO,5,Sfax
2024-11-11,Internet Fixe,WAFI,3,Grand Tunis
2024-11-11,Internet Fixe,Box,11,Bizerte
2024-11-11,Mobile,Prepaye,21,Sfax
2024-11-11,Mobile,Postpaye,12,Sfax
2024-11-11,Mobile,Data,14,Grand Tunis
2024-11-12,Internet Fixe,Rapido,5,Grand Tunis
2024-11-12,Internet Fixe,ADSL,4,Sousse
2024-11-12,Internet Fixe,VDSL,4,Grand Tunis
2024-11-12,Internet Fixe,FO,10,Grand Tunis
2024-11-12,Internet Fixe,WAFI,1,Bizerte
2024-11-12,Internet Fixe,Box,10,Sfax
2024-11-12,Mobile,Prepaye,25,Sfax
2024-11-12,Mobile,Postpaye,14,Sfax
2024-11-12,Mobile,Data,14,Bizerte
2024-11-13,Internet Fixe,Rapido,3,Sfax
2024-11-13,Internet Fixe,ADSL,3,Bizerte
2024-11-13,Internet Fixe,VDSL,8,Kairouan
2024-11-13,Internet Fixe,FO,4,Nabeul
2024-11-13,Internet Fixe,WAFI,3,Sfax
2024-11-13,Internet Fixe,Box,10,Bizerte
2024-11-13,Mobile,Prepaye,24,Sfax
2024-11-13,Mobile,Postpaye,8,Sfax
2024-11-13,Mobile,Data,15,Sousse
2024-11-14,Internet Fixe,Rapido,3,Sfax
2024-11-14,Internet Fixe,ADSL,3,Grand Tunis
2024-11-14,Internet Fixe,VDSL,8,Sfax
2024-11-14,Internet Fixe,FO,8,Grand Tunis
2024-11-14,Internet Fixe,WAFI,3,Sfax
2024-11-14,Internet Fixe,Box,23,Sousse
2024-11-14,Mobile,Prepaye,26,Kairouan
2024-11-14,Mobile,Postpaye,6,Grand Tunis
2024-11-14,Mobile,Data,12,Nabeul
2024-11-15,Internet Fixe,Rapido,1,Sfax
2024-11-15,Internet Fixe,ADSL,3,Grand Tunis
2024-11-15,Internet Fixe,VDSL,10,Grand Tunis
2024-11-15,Internet Fixe,FO,6,Grand Tunis
2024-11-15,Internet Fixe,WAFI,3,Grand Tunis
2024-11-15,Internet Fixe,Box,26,Grand Tunis
2024-11-15,Mobile,Prepaye,37,Sfax
2024-11-15,Mobile,Postpaye,4,Sousse
2024-11-15,Mobile,Data,15,Grand Tunis
2024-11-16,Internet Fixe,Rapido,1,Grand Tunis
2024-11-16,Internet Fixe,ADSL,0,Grand Tunis
2024-11-16,Internet Fixe,VDSL,5,Sousse
2024-11-16,Internet Fixe,FO,4,Sfax
2024-11-16,Internet Fixe,WAFI,1,Sousse
2024-11-16,Internet Fixe,Box,9,Grand Tunis
2024-11-16,Mobile,Prepaye,14,Grand Tunis
2024-11-16,Mobile,Postpaye,1,Kairouan
2024-11-16,Mobile,Data,8,Grand Tunis
2024-11-17,Internet Fixe,Rapido,0,Grand Tunis
2024-11-17,Internet Fixe,ADSL,0,Grand Tunis
2024-11-17,Internet Fixe,VDSL,0,Kairouan
2024-11-17,Internet Fixe,FO,4,Nabeul
2024-11-17,Internet Fixe,WAFI,1,Nabeul
2024-11-17,Internet Fixe,Box,11,Kairouan
2024-11-17,Mobile,Prepaye,11,Grand Tunis
2024-11-17,Mobile,Postpaye,3,Kairouan
2024-11-17,Mobile,Data,3,Grand Tunis
2024-11-18,Internet Fixe,Rapido,2,Nabeul
2024-11-18,Internet Fixe,ADSL,2,Sfax
2024-11-18,Internet Fixe,VDSL,8,Sfax
2024-11-18,Internet Fixe,FO,3,Kairouan
2024-11-18,Internet Fixe,WAFI,2,Grand Tunis
2024-11-18,Internet Fixe,Box,19,Kairouan
2024-11-18,Mobile,Prepaye,21,Sfax
2024-11-18,Mobile,Postpaye,8,Nabeul
2024-11-18,Mobile,Data,13,Kairouan
2024-11-19,Internet Fixe,Rapido,2,Grand Tunis
2024-11-19,Internet Fixe,ADSL,1,Kairouan
2024-11-19,Internet Fixe,VDSL,1,Sousse
2024-11-19,Internet Fixe,FO,9,Nabeul
2024-11-19,Internet Fixe,WAFI,2,Grand Tunis
2024-11-19,Internet Fixe,Box,18,Sousse
2024-11-19,Mobile,Prepaye,23,Nabeul
2024-11-19,Mobile,Postpaye,16,Sfax
2024-11-19,Mobile,Data,10,Grand Tunis
2024-11-20,Internet Fixe,Rapido,4,Grand Tunis
2024-11-20,Internet Fixe,ADSL,3,Gabes
2024-11-20,Internet Fixe,VDSL,4,Grand Tunis
2024-11-20,Internet Fixe,FO,5,Nabeul
2024-11-20,Internet Fixe,WAFI,4,Kairouan
2024-11-20,Internet Fixe,Box,21,Grand Tunis
2024-11-20,Mobile,Prepaye,23,Grand Tunis
2024-11-20,Mobile,Postpaye,6,Nabeul
2024-11-20,Mobile,Data,9,Grand Tunis
